Group ID,Individual ID,indiv_convq
2_066,21,0.7
2_067,13,0.725
2_067,15,0.65
2_067,21,0.725
2_068,10,0.875
2_068,12,0.7
2_068,33,0.75
2_068,37,0.07500000000000001
2_069,27,0.275
2_069,28,0.15000000000000002
3_004,26,0.75
3_004,27,0.7749999999999999
3_004,28,0.75
3_004,37,0.8500000000000001
3_006,4,0.75
3_006,9,0.32499999999999996
3_006,20,0.6
3_006,23,0.75
3_007,11,0.7
3_007,12,0.725
3_007,15,0.75
3_010,13,0.75
3_010,36,0.75
3_012,2,0.22499999999999998
3_012,14,0.65
3_012,25,0.65
3_012,31,0.09999999999999998
3_013,8,0.525
3_013,24,0.175
3_016,2,0.65
3_016,31,0.65
3_021,4,0.55
3_021,20,0.7
3_021,23,0.7
3_023,26,0.725
3_023,27,0.575
3_024,28,0.42500000000000004
3_024,37,0.375
3_027,2,0.8500000000000001
3_027,31,0.825
3_028,13,0.7
3_028,36,0.8500000000000001
3_029,4,0.575
3_029,9,0.75
3_029,20,0.75
3_029,23,0.95
3_031,4,0.7749999999999999
3_031,20,0.7
3_031,23,0.7749999999999999
3_033,2,0.8999999999999999
3_033,13,0.175
3_033,31,0.95
3_035,4,0.75
3_035,9,0.32499999999999996
3_035,20,0.7
3_035,23,0.7749999999999999
3_037,4,0.675
3_037,20,0.6
3_037,23,0.7749999999999999
3_041,4,0.75
3_041,9,0.575
3_041,20,0.65
3_041,23,0.8500000000000001
3_042,2,0.825
3_042,31,0.825
3_043,13,0.7
3_043,36,0.75
3_046,26,0.7
3_046,27,0.75
3_047,28,0.35
3_047,37,0.2
3_048,7,0.725
3_048,24,0.7749999999999999
3_050,9,0.825
3_050,20,0.925
3_051,4,0.8
3_051,23,0.8500000000000001
3_052,26,0.7
3_052,27,0.75
3_052,28,0.7749999999999999
3_052,37,0.42500000000000004
3_054,13,0.8
3_054,36,0.8
3_055,2,0.75
3_055,13,0.44999999999999996
3_055,31,0.75
3_055,36,0.9750000000000001
3_058,14,0.675
3_058,25,0.75
3_059,14,0.375
3_059,25,0.475
3_060,1,0.75
3_060,5,0.75
3_060,21,0.65
3_060,22,0.925
3_061,1,0.7
3_061,5,0.7
3_061,21,0.725
3_061,22,0.825
3_062,1,0.8500000000000001
3_062,5,0.75
3_062,21,0.8
3_062,22,0.8500000000000001
3_063,1,0.9750000000000001
3_063,5,0.725
3_063,21,0.9750000000000001
3_063,22,0.8
3_064,3,0.725
3_064,29,0.8
3_065,3,0.725
3_065,29,0.925
3_066,3,0.75
3_066,29,0.725
3_067,12,0.025000000000000022
3_067,15,0.32499999999999996
3_068,12,0.525
3_068,15,0.675
3_069,12,0.35
3_069,15,0.525
3_070,8,0.4
3_070,24,0.375
3_071,8,0.35
3_071,24,0.525
3_072,26,0.7
3_072,27,0.825
3_072,28,0.825
3_072,37,0.8
3_073,26,0.675
3_073,27,0.875
3_073,28,0.925
3_073,37,0.65
