Group ID,Individual ID,indiv_convq
1_086,31,0.75
1_086,34,0.75
1_086,35,0.75
1_087,20,0.825
1_087,31,0.7749999999999999
1_087,34,0.825
1_087,35,0.75
1_088,12,0.7
1_088,36,0.7
1_089,2,0.75
1_089,13,0.875
1_089,18,0.8500000000000001
1_090,19,0.7
1_090,25,0.7
1_091,17,0.8999999999999999
1_091,28,0.925
2_005,2,0.825
2_005,7,0.8
2_005,31,0.55
2_005,32,0.725
2_005,36,0.8
2_006,10,0.65
2_006,12,0.8500000000000001
2_006,13,0.65
2_006,15,0.7
2_006,33,0.8999999999999999
2_006,37,0.95
2_009,23,0.8500000000000001
2_009,26,0.825
2_011,14,0.825
2_011,16,0.925
2_011,29,1.0
2_020,2,0.65
2_020,7,0.575
2_021,31,0.8
2_021,32,0.75
2_021,36,0.625
2_022,10,0.8
2_022,12,0.7
2_022,33,0.6
2_027,27,0.725
2_027,37,0.44999999999999996
2_036,8,0.55
2_036,9,0.95
2_036,14,0.65
2_036,16,0.725
2_036,22,0.825
2_036,35,0.825
2_038,10,0.875
2_038,12,0.825
2_038,33,0.5
2_042,2,0.675
2_042,7,0.625
2_042,13,0.7749999999999999
2_042,15,0.725
2_042,21,0.525
2_043,31,0.675
2_043,32,0.8500000000000001
2_043,36,0.7
2_044,8,0.44999999999999996
2_044,9,0.7749999999999999
2_044,14,0.575
2_044,16,0.575
2_044,22,0.575
2_044,30,0.625
2_050,1,0.875
2_050,10,0.675
2_050,26,0.625
2_052,12,0.8999999999999999
2_052,13,0.65
2_052,15,0.55
2_052,21,0.25
2_056,27,0.65
2_056,28,0.725
2_056,37,0.725
2_057,27,0.35
2_057,28,0.875
2_057,37,0.95
2_058,5,0.725
2_058,30,0.675
2_059,5,1.0
2_059,30,0.7749999999999999
2_060,8,0.525
2_060,9,0.75
2_060,14,0.725
2_060,16,0.725
2_060,22,0.7749999999999999
2_060,29,0.75
2_060,35,0.75
2_061,8,0.7
2_061,9,0.7749999999999999
2_061,14,0.575
2_061,16,0.625
2_061,22,0.7749999999999999
2_061,29,0.725
2_061,35,0.7
2_062,5,0.8
2_062,29,0.8
2_063,5,1.0
2_063,29,0.9750000000000001
2_064,2,0.925
2_064,7,0.65
2_064,31,0.625
2_064,32,0.675
2_064,36,0.8
2_065,2,0.7749999999999999
2_065,7,0.725
2_065,31,0.6
2_065,32,0.7
2_065,36,0.725
2_066,13,0.8999999999999999
2_066,15,0.825
2_066,21,0.875
2_067,13,0.725
2_067,15,0.625
2_067,21,0.725
2_068,10,0.75
2_068,12,0.65
2_068,33,0.675
2_068,37,0.42500000000000004
2_069,27,0.475
2_069,28,0.44999999999999996
3_004,26,0.725
3_004,27,0.75
3_004,28,0.725
3_004,37,0.75
3_006,4,0.925
3_006,9,0.475
3_006,20,0.8500000000000001
3_006,23,0.875
3_007,11,0.7
3_007,12,0.7749999999999999
3_007,15,0.8
3_010,13,0.7749999999999999
3_010,36,0.75
3_012,2,0.8
3_012,14,0.8
3_012,25,0.75
3_012,31,0.825
3_013,8,0.625
3_013,24,0.525
3_016,2,0.8999999999999999
3_016,31,0.95
3_021,4,0.7
3_021,20,0.75
3_021,23,0.825
3_023,26,0.7
3_023,27,0.65
3_024,28,0.625
3_024,37,0.675
3_027,2,0.75
3_027,31,0.825
3_028,13,0.725
3_028,36,0.7
3_029,4,0.44999999999999996
3_029,9,0.675
3_029,20,0.75
3_029,23,0.75
3_031,4,0.75
3_031,20,0.7
3_031,23,0.8999999999999999
3_033,2,0.675
3_033,13,0.475
3_033,31,0.75
3_035,4,0.8999999999999999
3_035,9,0.4
3_035,20,0.625
3_035,23,0.925
3_037,4,0.675
3_037,20,0.65
3_037,23,0.7749999999999999
3_041,4,0.725
3_041,9,0.55
3_041,20,0.75
3_041,23,0.725
3_042,2,0.95
3_042,31,0.925
3_043,13,0.725
3_043,36,0.95
3_046,26,0.7
3_046,27,0.625
3_047,28,0.475
3_047,37,0.475
3_048,7,0.575
3_048,24,0.625
3_050,9,0.95
3_050,20,0.8999999999999999
3_051,4,0.9750000000000001
3_051,23,0.925
3_052,26,0.7
3_052,27,0.75
3_052,28,0.675
3_052,37,0.7
3_054,13,1.0
3_054,36,0.95
3_055,2,1.0
3_055,13,0.7749999999999999
3_055,31,0.8500000000000001
3_055,36,1.0
3_058,14,0.7749999999999999
3_058,25,0.75
3_059,14,0.625
3_059,25,0.875
3_060,1,0.75
3_060,5,0.75
3_060,21,0.675
3_060,22,0.8500000000000001
3_061,1,0.675
3_061,5,0.725
3_061,21,0.725
3_061,22,0.7749999999999999
3_062,1,0.7749999999999999
3_062,5,0.75
3_062,21,0.7
3_062,22,0.75
3_063,1,0.7749999999999999
3_063,5,0.8
3_063,21,0.825
3_063,22,0.7749999999999999
3_064,3,0.75
3_064,29,0.7
3_065,3,0.725
3_065,29,0.7
3_066,3,0.75
3_066,29,0.675
3_067,12,0.55
3_067,15,0.7
3_068,12,0.7
3_068,15,0.75
3_069,12,0.75
3_069,15,0.75
3_070,8,0.65
3_070,24,0.65
3_071,8,0.675
3_071,24,0.675
3_072,26,0.875
3_072,27,0.925
3_072,28,1.0
3_072,37,0.925
3_073,26,0.65
3_073,27,0.675
3_073,28,0.7
3_073,37,0.65
