Group ID,Individual ID,indiv_convq
2_059,5,0.95
2_059,30,0.8500000000000001
2_060,8,0.2
2_060,9,0.8
2_060,14,0.7749999999999999
2_060,16,0.7749999999999999
2_060,22,0.8500000000000001
2_060,29,0.8500000000000001
2_060,35,0.8500000000000001
2_061,8,0.7749999999999999
2_061,9,0.875
2_061,14,0.75
2_061,16,0.8500000000000001
2_061,22,0.8500000000000001
2_061,29,0.7749999999999999
2_061,35,0.825
2_062,5,1.0
2_062,29,1.0
2_063,5,1.0
2_063,29,1.0
2_064,2,0.9750000000000001
2_064,7,0.22499999999999998
2_064,31,0.725
2_064,32,0.7749999999999999
2_064,36,0.9750000000000001
2_065,2,0.875
2_065,7,0.75
2_065,31,0.35
2_065,32,0.8
2_065,36,0.925
2_066,13,0.925
2_066,15,0.8999999999999999
2_066,21,0.9750000000000001
2_067,13,0.8999999999999999
2_067,15,0.8500000000000001
2_067,21,0.9750000000000001
2_068,10,0.75
2_068,12,0.75
2_068,33,0.8999999999999999
2_068,37,0.0
2_069,27,0.2
2_069,28,0.175
3_004,26,1.0
3_004,27,0.75
3_004,28,1.0
3_004,37,1.0
3_006,4,0.925
3_006,9,0.125
3_006,20,0.65
3_006,23,0.8999999999999999
3_007,11,0.8999999999999999
3_007,12,0.95
3_007,15,0.925
3_010,13,1.0
3_010,36,1.0
3_012,2,0.825
3_012,14,0.925
3_012,25,0.9750000000000001
3_012,31,0.8999999999999999
3_013,8,0.55
3_013,24,0.525
3_016,2,1.0
3_016,31,1.0
3_021,4,1.0
3_021,20,1.0
3_021,23,1.0
3_023,26,0.95
3_023,27,0.95
3_024,28,0.8500000000000001
3_024,37,0.75
3_027,2,1.0
3_027,31,1.0
3_028,13,1.0
3_028,36,1.0
3_029,4,0.875
3_029,9,0.8500000000000001
3_029,20,0.825
3_029,23,0.8500000000000001
3_031,4,0.9750000000000001
3_031,20,0.8500000000000001
3_031,23,1.0
3_033,2,1.0
3_033,13,1.0
3_033,31,1.0
3_035,4,0.8999999999999999
3_035,9,0.42500000000000004
3_035,20,0.8500000000000001
3_035,23,0.925
3_037,4,1.0
3_037,20,1.0
3_037,23,1.0
3_041,4,1.0
3_041,9,0.7
3_041,20,1.0
3_041,23,1.0
3_042,2,1.0
3_042,31,1.0
3_043,13,1.0
3_043,36,0.95
3_046,26,0.75
3_046,27,0.8
3_047,28,0.725
3_047,37,0.75
3_048,7,0.9750000000000001
3_048,24,0.95
3_050,9,1.0
3_050,20,1.0
3_051,4,1.0
3_051,23,1.0
3_052,26,1.0
3_052,27,1.0
3_052,28,1.0
3_052,37,0.7749999999999999
3_054,13,1.0
3_054,36,1.0
3_055,2,1.0
3_055,13,1.0
3_055,31,1.0
3_055,36,1.0
3_058,14,1.0
3_058,25,1.0
3_059,14,0.8999999999999999
3_059,25,1.0
3_060,1,0.875
3_060,5,0.625
3_060,21,0.75
3_060,22,0.95
3_061,1,0.8999999999999999
3_061,5,0.75
3_061,21,0.7
3_061,22,0.925
3_062,1,1.0
3_062,5,1.0
3_062,21,1.0
3_062,22,1.0
3_063,1,1.0
3_063,5,1.0
3_063,21,1.0
3_063,22,1.0
3_064,3,1.0
3_064,29,1.0
3_065,3,0.9750000000000001
3_065,29,1.0
3_066,3,1.0
3_066,29,1.0
3_067,12,0.95
3_067,15,1.0
3_068,12,0.95
3_068,15,1.0
3_069,12,0.75
3_069,15,0.875
3_070,8,0.725
3_070,24,0.575
3_071,8,1.0
3_071,24,0.9750000000000001
3_072,26,1.0
3_072,27,1.0
3_072,28,1.0
3_072,37,1.0
3_073,26,0.7749999999999999
3_073,27,1.0
3_073,28,0.925
3_073,37,0.725
